PORTUGUESE SYLLABIFIED WORD LIST - COMPLETE (CAO FIXED)
Generated by Portuguese Syllabification Algorithm
Fixed: 'qu' words and 'cao' words now properly syllabified
============================================================
Format: ORIGINAL_WORD    syllabified-word
AGILIDADE            a-gi-li-da-de
AGILIZACAO           a-gi-li-za-CAO
AGILIZAR             a-gi-li-zar
AGIO                 a-gi-o
AGIOTA               a-gi-o-ta
AGIOTAGEM            a-gi-o-ta-gem
AGIR                 a-gir
AGITACAO             a-gi-ta-CAO
AGITADO              a-gi-ta-do
AGITADOR             a-gi-ta-dor
AGITAR               a-gi-tar
AGITO                a-gi-to
AGLOMERACAO          a-glo-me-ra-CAO
AGLOMERADO           a-glo-me-ra-do
AGLOMERAR            a-glo-me-rar
AGLUTINACAO          a-glu-ti-na-CAO
AGLUTINADO           a-glu-ti-na-do
AGLUTINANTE          a-glu-ti-nan-te
AGLUTINAR            a-glu-ti-nar
AGNOSTICISMO         ag-nos-ti-cis-mo
AGNOSTICO            ag-nos-ti-co
AGNUS                ag-nus
AGOGO                a-go-go
AGONIA               a-go-ni-a
AGONIADO             a-go-ni-a-do
AGONIAR              a-go-ni-ar
AGONIZANTE           a-go-ni-zan-te
AGONIZAR             a-go-ni-zar
AGORA                a-go-ra
AGORAFOBIA           a-go-ra-fo-bi-a
AGORAFOBICO          a-go-ra-fo-bi-co
AGORINHA             a-go-ri-nha
AGOSTINIANO          a-gos-ti-ni-a-no
AGOSTO               a-gos-to
AGOURAR              a-gou-rar
AGOUREIRO            a-gou-rei-ro
AGOURENTO            a-gou-ren-to
AGOURO               a-gou-ro
AGRACIACAO           a-gra-ci-a-CAO
AGRACIADO            a-gra-ci-a-do
AGRACIAR             a-gra-ci-ar
AGRADABILISSIMO      a-gra-da-bi-lis-si-mo
AGRADAR              a-gra-dar
AGRADAVEL            a-gra-da-vel
AGRADECER            a-gra-de-cer
AGRADECIDO           a-gra-de-ci-do
AGRADECIMENTO        a-gra-de-ci-men-to
AGRADO               a-gra-do
AGRADOS              a-gra-dos
AGRAMATICAL          a-gra-ma-ti-cal
AGRARIA              a-gra-ri-a
AGRARIO              a-gra-ri-o
AGRAVADO             a-gra-va-do
AGRAVAMENTO          a-gra-va-men-to
AGRAVANTE            a-gra-van-te
AGRAVAR              a-gra-var
AGREDIDO             a-gre-di-do
AGREDIR              a-gre-dir
AGREGACAO            a-gre-ga-CAO
AGREGADO             a-gre-ga-do
AGREGAR              a-gre-gar
AGREMIACAO           a-gre-mi-a-CAO
AGREMIAR             a-gre-mi-ar
AGRESSAO             a-gres-sa-o
AGRESSIVIDADE        a-gres-si-vi-da-de
AGRESSIVO            a-gres-si-vo
AGRESSOR             a-gres-sor
AGRESTE              a-gres-te
AGRIAO               a-gri-a-o
AGRICOLA             a-gri-co-la
AGRICULTOR           a-gri-cul-tor
AGRICULTURA          a-gri-cul-tu-ra
AGRIDOCE             a-gri-do-ce
AGRIMENSOR           a-gri-men-sor
AGROINDUSTRIA        a-groin-dust-ri-a
AGRONOMIA            a-gro-no-mi-a
AGRONOMICO           a-gro-no-mi-co
AGRONOMO             a-gro-no-mo
AGROPECUARIA         a-gro-pe-cu-a-ri-a
AGROPECUARIO         a-gro-pe-cu-a-ri-o
AGROPECUARISTA       a-gro-pe-cu-a-ris-ta
AGROTOXICO           a-gro-to-xi-co
AGRUPADO             a-gru-pa-do
AGRUPAMENTO          a-gru-pa-men-to
AGRUPAR              a-gru-par
AGRURA               a-gru-ra
AGUA                 ag-ua
AGUACEIRO            ag-ua-cei-ro
AGUADO               ag-ua-do
AGUAR                ag-uar
AGUARDAR             ag-uar-dar
AGUARDENTE           ag-uar-den-te
AGUARRAS             ag-uar-ras
AGUAS                ag-uas
AGUCADO              a-gu-ca-do
AGUCAR               a-gu-car
AGUDEZA              a-gu-de-za
AGUDO                a-gu-do
AGUENTAR             ag-uen-tar
AGUERRIDO            ag-uer-ri-do
AGUERRIR             ag-uer-rir
AGUIA                ag-ui-a
AGULHA               a-gu-lha
AGULHADA             a-gu-lha-da
AGULHAS              a-gu-lhas
AI                   ai
AIA                  ai-a
AIATOLA              ai-a-to-la
AIDETICO             ai-de-ti-co
AIDS                 aid-s
AIMORE               ai-mo-re
AINDA                ain-da
AINO                 ai-no
AIPIM                ai-pim
AIPO                 ai-po
AIROSO               ai-ro-so
AJ                   aj
AJEITADO             a-jei-ta-do
AJEITAR              a-jei-tar
AJOELHAR             a-jo-e-lhar
AJUDA                a-ju-da
AJUDADA              a-ju-da-da
AJUDANTE             a-ju-dan-te
AJUDAR               a-ju-dar
AJUIZADO             a-jui-za-do
AJUIZAR              a-jui-zar
AJUNTAMENTO          a-jun-ta-men-to
AJUNTAR              a-jun-tar
AJUSTADO             a-jus-ta-do
AJUSTAMENTO          a-jus-ta-men-to
AJUSTAR              a-jus-tar
AJUSTE               a-jus-te
AL                   al
ALA                  a-la
ALABARDA             a-la-bar-da
ALADO                a-la-do
ALAGADICO            a-la-ga-di-co
ALAGADO              a-la-ga-do
ALAGAMENTO           a-la-ga-men-to
ALAGAR               a-la-gar
ALAGOANO             a-la-go-a-no
ALAMBIQUE            a-lam-biq-ue
ALAMBRADO            a-lam-bra-do
ALAMBRE              a-lam-bre
ALAMEDA              a-la-me-da
ALAMO                a-la-mo
ALANINA              a-la-ni-na
ALARANJADO           a-la-ran-ja-do
ALARANJAR            a-la-ran-jar
ALARDE               a-lar-de
ALARDEAR             a-lar-de-ar
ALARGAMENTO          a-lar-ga-men-to
ALARGAR              a-lar-gar
ALARIDO              a-la-ri-do
ALARMANTE            a-lar-man-te
ALARMAR              a-lar-mar
ALARME               a-lar-me
ALARMISMO            a-lar-mis-mo
ALARMISTA            a-lar-mis-ta
ALASQUIANO           a-las-qui-a-no
ALASTRAMENTO         a-last-ra-men-to
ALASTRAR             a-last-rar
ALATALIZACAO         a-la-ta-li-za-CAO
ALATIVO              a-la-ti-vo
ALAUDE               a-lau-de
ALAVANCA             a-la-van-ca
ALAZAO               a-la-za-o
ALBANES              al-ba-nes
ALBATROZ             al-ba-troz
ALBEDO               al-be-do
ALBERGUE             al-ber-gue
ALBINISMO            al-bi-nis-mo
ALBINO               al-bi-no
ALBUM                al-bum
ALBUME               al-bu-me
ALBUMEN              al-bu-men
ALBUMINA             al-bu-mi-na
ALCA                 al-ca
ALCACHOFRA           al-ca-cho-fra
ALCACUZ              al-ca-cuz
ALCADA               al-ca-da
ALCADO               al-ca-do
ALCAGUETAR           al-cag-ue-tar
ALCAGUETE            al-cag-ue-te
ALCAIDE              al-cai-de
ALCALI               al-ca-li
ALCALINIDADE         al-ca-li-ni-da-de
ALCALINO             al-ca-li-no
ALCALOIDE            al-ca-loi-de
ALCAMENTO            al-ca-men-to
ALCANCADO            al-can-ca-do
ALCANCAR             al-can-car
ALCANCAVEL           al-can-ca-vel
ALCANCE              al-can-ce
ALCAPAO              al-ca-pa-o
ALCAPARRA            al-ca-par-ra
ALCAR                al-car
ALCATEIA             al-ca-tei-a
ALCATRA              al-ca-tra
ALCATRAO             al-ca-tra-o
ALCE                 al-ce
ALCENO               al-ce-no
ALCINO               al-ci-no
ALCOOL               al-co-ol
ALCOOLATRA           al-co-o-la-tra
ALCOOLICAS           al-co-o-li-cas
ALCOOLICO            al-co-o-li-co
ALCOOLISMO           al-co-o-lis-mo
ALCOOLIZAR           al-co-o-li-zar
ALCORAO              al-co-ra-o
ALCOVA               al-co-va
ALCOVITEIRO          al-co-vi-tei-ro
ALCUNHA              al-cu-nha
ALDEAMENTO           al-de-a-men-to
ALDEAO               al-de-a-o
ALDEBARA             al-de-ba-ra
ALDEIA               al-dei-a
ALDEIDO              al-dei-do
ALDRAVA              al-dra-va
ALEA                 a-le-a
ALEATORIA            a-le-a-to-ri-a
ALEATORIEDADE        a-le-a-to-ri-e-da-de
ALEATORIO            a-le-a-to-ri-o
ALEATORIOS           a-le-a-to-ri-os
ALECRIM              a-le-crim
ALEF                 a-lef
ALEGACAO             a-le-ga-CAO
ALEGAR               a-le-gar
ALEGORIA             a-le-go-ri-a
ALEGORICO            a-le-go-ri-co
ALEGRAR              a-le-grar
ALEGRE               a-le-gre
ALEGRIA              a-le-gri-a
ALEIA                a-lei-a
ALEIJADO             a-lei-ja-do
ALEIJAO              a-lei-ja-o
ALEIJAR              a-lei-jar
ALEITAMENTO          a-lei-ta-men-to
ALEITAR              a-lei-tar
ALEIVOSIA            a-lei-vo-si-a
ALELUIA              a-le-lui-a
ALEM                 a-lem
ALEMANHA             a-le-ma-nha
ALEMAO               a-le-ma-o
ALENCARIANO          a-len-ca-ri-a-no
ALENO                a-le-no
ALENTADOR            a-len-ta-dor
ALENTAR              a-len-tar
ALENTEJANO           a-len-te-ja-no
ALENTO               a-len-to
ALERGENICO           a-ler-ge-ni-co
ALERGIA              a-ler-gi-a
ALERGICA             a-ler-gi-ca
ALERGICO             a-ler-gi-co
ALERTA               a-ler-ta
ALERTAR              a-ler-tar
ALETRIA              a-le-tri-a
ALEVINO              a-le-vi-no
ALEXANDRINO          a-le-xan-dri-no
ALFA                 al-fa
ALFABETICA           al-fa-be-ti-ca
ALFABETICO           al-fa-be-ti-co
ALFABETIZACAO        al-fa-be-ti-za-CAO
ALFABETIZADO         al-fa-be-ti-za-do
ALFABETIZANDO        al-fa-be-ti-zan-do
ALFABETIZAR          al-fa-be-ti-zar
ALFABETO             al-fa-be-to
ALFACE               al-fa-ce
ALFAFA               al-fa-fa
ALFAIATARIA          al-fai-a-ta-ri-a
ALFAIATE             al-fai-a-te
ALFANDEGA            al-fan-de-ga
ALFANDEGARIA         al-fan-de-ga-ri-a
ALFANDEGARIO         al-fan-de-ga-ri-o
ALFANJE              al-fan-je
ALFANUMERICO         al-fa-nu-me-ri-co
ALFARRABIO           al-far-ra-bi-o
ALFAZEMA             al-fa-ze-ma
ALFERES              al-fe-res
ALFINETADA           al-fi-ne-ta-da
ALFINETAR            al-fi-ne-tar
ALFINETE             al-fi-ne-te
ALFORJE              al-for-je
ALFORRIA             al-for-ri-a
ALFORRIADO           al-for-ri-a-do
ALFORRIAR            al-for-ri-ar
ALGA                 al-ga
ALGARAVIA            al-ga-ra-vi-a
ALGARISMO            al-ga-ris-mo
ALGAZARRA            al-ga-zar-ra
ALGEBRA              al-ge-bra
ALGEBRICA            al-ge-bri-ca
ALGEBRICO            al-ge-bri-co
ALGEMA               al-ge-ma
ALGEMAR              al-ge-mar
ALGEMAS              al-ge-mas
ALGIBEIRA            al-gi-bei-ra
ALGO                 al-go
ALGODAO              al-go-da-o
ALGODOAL             al-go-do-al
ALGODOEIRO           al-go-do-ei-ro
ALGOL                al-gol
ALGONQUIANO          al-gon-qui-a-no
ALGONQUINO           al-gon-qui-no
ALGORITMICO          al-go-rit-mi-co
ALGORITMO            al-go-rit-mo
ALGOZ                al-goz
ALGUEM               al-guem
ALGUM                al-gum
ALGUMA               al-gu-ma
ALGUMAS              al-gu-mas
ALGUNS               al-gun-s
ALHEIO               a-lhei-o
ALHO                 a-lho
ALHOS                a-lhos
ALHURES              a-lhu-res
ALI                  a-li
ALIADO               a-li-a-do
ALIANCA              a-li-an-ca
ALIAR                a-li-ar
ALIAS                a-li-as
ALIBI                a-li-bi
ALICATE              a-li-ca-te
ALICERCE             a-li-cer-ce
ALICIADOR            a-li-ci-a-dor
ALICIAMENTO          a-li-ci-a-men-to
ALICIAR              a-li-ci-ar
ALIENACAO            a-li-e-na-CAO
ALIENADO             a-li-e-na-do
ALIENAR              a-li-e-nar
ALIENAVEL            a-li-e-na-vel
ALIENIGENA           a-li-e-ni-ge-na
ALII                 a-li-i
ALIJAR               a-li-jar
ALIMENTACAO          a-li-men-ta-CAO
ALIMENTAR            a-li-men-tar
ALIMENTICIO          a-li-men-ti-ci-o
ALIMENTO             a-li-men-to
ALIMENTOS            a-li-men-tos
ALINEA               a-li-ne-a
ALINHADO             a-li-nha-do
ALINHAMENTO          a-li-nha-men-to
ALINHAR              a-li-nhar
ALINHAVADO           a-li-nha-va-do
ALINHAVAR            a-li-nha-var
ALINHAVO             a-li-nha-vo
ALINHO               a-li-nho
ALIQUOTA             a-liq-uo-ta
ALISADO              a-li-sa-do
ALISAR               a-li-sar
ALISIO               a-li-si-o
ALISTAMENTO          a-lis-ta-men-to
ALISTAR              a-lis-tar
ALITERACAO           a-li-te-ra-CAO
ALITERAR             a-li-te-rar
ALIVIADO             a-li-vi-a-do
ALIVIAR              a-li-vi-ar
ALIVIO               a-li-vi-o
ALJAVA               al-ja-va
ALLEN                al-len
ALMA                 al-ma
ALMANAQUE            al-ma-naq-ue
ALMEJAR              al-me-jar
ALMEJAVEL            al-me-ja-vel
ALMEJO               al-me-jo
ALMIRANTADO          al-mi-ran-ta-do
ALMIRANTE            al-mi-ran-te
ALMISCAR             al-mis-car
ALMISCARADO          al-mis-ca-ra-do
ALMISCARAR           al-mis-ca-rar
ALMISCAREIRO         al-mis-ca-rei-ro
ALMOCAR              al-mo-car
ALMOCO               al-mo-co
ALMOFADA             al-mo-fa-da
ALMOFADADO           al-mo-fa-da-do
ALMOFADAO            al-mo-fa-da-o
ALMOFADINHA          al-mo-fa-di-nha
ALMONDEGA            al-mon-de-ga
ALMOXARIFADO         al-mo-xa-ri-fa-do
ALMOXARIFE           al-mo-xa-ri-fe
ALO                  a-lo
ALOCACAO             a-lo-ca-CAO
ALOCADO              a-lo-ca-do
ALOCAR               a-lo-car
ALOCUCAO             a-lo-cu-CAO
ALOE                 a-lo-e
ALOFONE              a-lo-fo-ne
ALOFONIA             a-lo-fo-ni-a
ALOFONICO            a-lo-fo-ni-co
ALOGICO              a-lo-gi-co
ALOGISMO             a-lo-gis-mo
ALOGRAFO             a-lo-gra-fo
ALOIRADO             a-loi-ra-do
ALOIRAR              a-loi-rar
ALOJAMENTO           a-lo-ja-men-to
ALOJAR               a-lo-jar
ALOMORFE             a-lo-mor-fe
ALOMORFICO           a-lo-mor-fi-co
ALONGADO             a-lon-ga-do
ALONGAMENTO          a-lon-ga-men-to
ALONGAR              a-lon-gar
ALOPATA              a-lo-pa-ta
ALOPATIA             a-lo-pa-ti-a
ALOPATICO            a-lo-pa-ti-co
ALOPRADO             a-lo-pra-do
ALOPRAR              a-lo-prar
ALOPTERO             a-lop-te-ro
ALOSSAURO            a-los-sau-ro
ALOTROPIA            a-lo-tro-pi-a
ALOTROPICO           a-lo-tro-pi-co
ALPACA               al-pa-ca
ALPARGATA            al-par-ga-ta
ALPENDRE             al-pen-dre
ALPINISMO            al-pi-nis-mo
ALPINISTA            al-pi-nis-ta
ALPINO               al-pi-no
ALPISTE              al-pis-te
ALQUEBRADO           al-que-bra-do
ALQUEBRAMENTO        al-que-bra-men-to
ALQUEBRAR            al-que-brar
ALQUEIRE             al-quei-re
ALQUIMIA             al-qui-mi-a
ALQUIMISTA           al-qui-mis-ta
ALSACIANO            al-sa-ci-a-no
ALTA                 al-ta
ALTAICO              al-tai-co
ALTANEIRO            al-ta-nei-ro
ALTAR                al-tar
ALTAS                al-tas
ALTER                al-ter
ALTERABILIDADE       al-te-ra-bi-li-da-de
ALTERACAO            al-te-ra-CAO
ALTERADO             al-te-ra-do
ALTERAR              al-te-rar
ALTERAVEL            al-te-ra-vel
ALTERCACAO           al-ter-ca-CAO
ALTERCAR             al-ter-car
ALTERNADA            al-ter-na-da
ALTERNADAS           al-ter-na-das
ALTERNADO            al-ter-na-do
ALTERNADOR           al-ter-na-dor
ALTERNANCIA          al-ter-nan-ci-a
ALTERNAR             al-ter-nar
ALTERNATIVA          al-ter-na-ti-va
ALTERNATIVO          al-ter-na-ti-vo
ALTEROSAS            al-te-ro-sas
ALTEZA               al-te-za
ALTIMETRO            al-ti-me-tro
ALTITUDE             al-ti-tu-de
ALTIVEZ              al-ti-vez
ALTIVO               al-ti-vo
ALTO                 al-to
ALTOS                al-tos
ALTRUISMO            al-truis-mo
ALTRUISTA            al-truis-ta
ALTRUISTICO          al-truis-ti-co
ALTURA               al-tu-ra
ALUA                 a-lu-a
ALUCINACAO           a-lu-ci-na-CAO
ALUCINADO            a-lu-ci-na-do
ALUCINAMENTO         a-lu-ci-na-men-to
ALUCINANTE           a-lu-ci-nan-te
ALUCINAR             a-lu-ci-nar
ALUCINOGENO          a-lu-ci-no-ge-no
ALUDIDO              a-lu-di-do
ALUDIR               a-lu-dir
ALUGADO              a-lu-ga-do
ALUGAR               a-lu-gar
ALUGUEL              a-lug-uel
ALUMIADO             a-lu-mi-a-do
ALUMIAR              a-lu-mi-ar
ALUMINIFERO          a-lu-mi-ni-fe-ro
ALUMINIO             a-lu-mi-ni-o
ALUNISSAGEM          a-lu-nis-sa-gem
ALUNISSAR            a-lu-nis-sar
ALUNO                a-lu-no
ALUNOS               a-lu-nos
ALUSAO               a-lu-sa-o
ALUSIVO              a-lu-si-vo
ALUVIAL              a-lu-vi-al
ALUVIAO              a-lu-vi-a-o
ALVARA               al-va-ra
ALVEJAMENTO          al-ve-ja-men-to
ALVEJAR              al-ve-jar
ALVENARIA            al-ve-na-ri-a
ALVEOLADO            al-ve-o-la-do
ALVEOLAR             al-ve-o-lar
ALVEOLO              al-ve-o-lo
ALVINEGRO            al-vi-ne-gro
ALVISSARAR           al-vis-sa-rar
ALVISSARAS           al-vis-sa-ras
ALVISSAREIRO         al-vis-sa-rei-ro
ALVIVERDE            al-vi-ver-de
ALVO                 al-vo
ALVORADA             al-vo-ra-da
ALVORECER            al-vo-re-cer
ALVOROCADO           al-vo-ro-ca-do
ALVOROCAMENTO        al-vo-ro-ca-men-to
ALVOROCAR            al-vo-ro-car
ALVOROCO             al-vo-ro-co
ALVURA               al-vu-ra
AM                   am
AMA                  a-ma
AMABILIDADE          a-ma-bi-li-da-de
AMABILISSIMO         a-ma-bi-lis-si-mo
AMACACADO            a-ma-ca-ca-do
AMACACAR             a-ma-ca-car
AMACIAMENTO          a-ma-ci-a-men-to
AMACIAR              a-ma-ci-ar
AMADO                a-ma-do
AMADOR               a-ma-dor
AMADORISMO           a-ma-do-ris-mo
AMADORISTA           a-ma-do-ris-ta
AMADORISTICO         a-ma-do-ris-ti-co
AMADRINHADO          a-ma-dri-nha-do
AMADRINHAR           a-ma-dri-nhar
AMADURECER           a-ma-du-re-cer
AMADURECIDO          a-ma-du-re-ci-do
AMADURECIMENTO       a-ma-du-re-ci-men-to
AMAGO                a-ma-go
AMALDICOADO          a-mal-di-co-a-do
AMALDICOAR           a-mal-di-co-ar
AMALGAMA             a-mal-ga-ma
AMALGAMAR            a-mal-ga-mar
AMALUCADO            a-ma-lu-ca-do
AMALUCAR             a-ma-lu-car
AMAMENTACAO          a-ma-men-ta-CAO
AMAMENTAR            a-ma-men-tar
AMANCEBADO           a-man-ce-ba-do
AMANHA               a-ma-nha
AMANHECER            a-ma-nhe-cer
AMANSAR              a-man-sar
AMANTE               a-man-te
AMANTEIGADO          a-man-tei-ga-do
AMANTEIGAR           a-man-tei-gar
AMANUENSE            a-ma-nu-en-se
AMAPAENSE            a-ma-pa-en-se
AMAR                 a-mar
AMARELA              a-ma-re-la
AMARELADO            a-ma-re-la-do
AMARELAO             a-ma-re-la-o
AMARELAR             a-ma-re-lar
AMARELINHA           a-ma-re-li-nha
AMARELO              a-ma-re-lo
AMARFANHAR           a-mar-fa-nhar
AMARGADO             a-mar-ga-do
AMARGAR              a-mar-gar
AMARGO               a-mar-go
AMARGOR              a-mar-gor
AMARGURA             a-mar-gu-ra
AMARGURADO           a-mar-gu-ra-do
AMARGURAR            a-mar-gu-rar
AMARICADO            a-ma-ri-ca-do
AMARICO              a-ma-ri-co
AMARRA               a-mar-ra
AMARRACAO            a-mar-ra-CAO
AMARRADO             a-mar-ra-do
AMARRAR              a-mar-rar
AMARRAVA             a-mar-ra-va
AMARROTADO           a-mar-ro-ta-do
AMARROTAR            a-mar-ro-tar
AMASIA               a-ma-si-a
AMASIO               a-ma-si-o
AMASSADO             a-mas-sa-do
AMASSAMENTO          a-mas-sa-men-to
AMASSAR              a-mas-sar
AMASSOU              a-mas-sou
AMAVEL               a-ma-vel
AMAZONA              a-ma-zo-na
AMAZONENSE           a-ma-zo-nen-se
AMAZONICO            a-ma-zo-ni-co
AMBAR                am-bar
AMBICAO              am-bi-CAO
AMBICIONAR           am-bi-ci-o-nar
AMBICIOSO            am-bi-ci-o-so
AMBIDESTRO           am-bi-dest-ro
AMBIENCIA            am-bi-en-ci-a
AMBIENTAL            am-bi-en-tal
AMBIENTAR            am-bi-en-tar
AMBIENTE             am-bi-en-te
AMBIGUIDADE          am-big-ui-da-de
AMBIGUO              am-big-uo
AMBITO               am-bi-to
AMBIVALENCIA         am-bi-va-len-ci-a
AMBIVALENTE          am-bi-va-len-te
AMBOS                am-bos
AMBROSIA             am-bro-si-a
AMBULANCIA           am-bu-lan-ci-a
AMBULANTE            am-bu-lan-te
AMBULATORIAL         am-bu-la-to-ri-al
AMBULATORIO          am-bu-la-to-ri-o
AMEACAM              a-me-a-cam
AMEACANTE            a-me-a-can-te
AMEACAR              a-me-a-car
AMEALHAR             a-me-a-lhar
AMEBA                a-me-ba
AMEBIASE             a-me-bi-a-se
AMEDRONTADOR         a-me-dron-ta-dor
